단지코드,단지명,시도,시군구,읍면동,법정동코드
A13509004,삼성한솔,서울특별시,강남구,삼성동,1168010500
A13509005,삼성래미안2차,서울특별시,강남구,삼성동,1168010500
A13509006,삼성서광,서울특별시,강남구,삼성동,1168010500
A13509007,삼성롯데,서울특별시,강남구,삼성동,1168010500
A13509009,아이파크삼성동,서울특별시,강남구,삼성동,1168010500
A13509010,삼성롯데캐슬프레미어,서울특별시,강남구,삼성동,1168010500
A13509012,삼성힐스테이트1단지,서울특별시,강남구,삼성동,1168010500
A13509013,래미안삼성1차(105),서울특별시,강남구,삼성동,1168010500
A13510001,청담삼성1차,서울특별시,강남구,청담동,1168010400
A13510002,청담휴먼스타빌,서울특별시,강남구,청담동,1168010400
A13510005,청담삼성진흥,서울특별시,강남구,청담동,1168010400
A13510009,청담래미안로이뷰,서울특별시,강남구,청담동,1168010400
A10027877,현대썬앤빌601,서울특별시,동대문구,장안동,1123010600
A13510102,청담현대3차,서울특별시,강남구,청담동,1168010400
A13510201,청담삼환,서울특별시,강남구,청담동,1168010400
A13510202,청담2차현대아파트,서울특별시,강남구,청담동,1168010400
A13510203,청담래미안,서울특별시,강남구,청담동,1168010400
A13511001,압구정미성1차,서울특별시,강남구,압구정동,1168011000
A13511004,압구정신현대,서울특별시,강남구,압구정동,1168011000
A13519002,강남신동아파밀리에2단지,서울특별시,강남구,세곡동,1168011100
A13519003,세곡리엔파크3단지,서울특별시,강남구,세곡동,1168011100
A13519004,세곡리엔파크4단지,서울특별시,강남구,세곡동,1168011100
A13519006,세곡푸르지오,서울특별시,강남구,세곡동,1168011100
A13519007,강남엘에이치1단지,서울특별시,강남구,세곡동,1168011100
A13520001,래미안포레,서울특별시,강남구,자곡동,1168011200
A13520002,강남한양수자인,서울특별시,강남구,자곡동,1168011200
A13310004,옥수극동,서울특별시,성동구,옥수동,1120011300
A13311101,성수금호3차,서울특별시,성동구,성수동1가,1120011400
A13312101,성수두산위브,서울특별시,성동구,성수동2가,1120011500
A13312302,성수롯데캐슬,서울특별시,성동구,성수동2가,1120011500
A13312303,성수아이파크,서울특별시,성동구,성수동2가,1120011500
A13370801,성동삼성쉐르빌,서울특별시,성동구,도선동,1120010400
A13372101,성수2차대우,서울특별시,성동구,성수동1가,1120011400
A13372102,성수쌍용,서울특별시,성동구,성수동1가,1120011400
A13373302,왕십리텐즈힐2구역214동,서울특별시,성동구,상왕십리동,1120010100
A13375901,한남하이츠,서울특별시,성동구,옥수동,1120011300
A13375902,옥수삼성,서울특별시,성동구,옥수동,1120011300
A13375904,옥수하이츠제2,서울특별시,성동구,옥수동,1120011300
A13375905,옥수삼성임대,서울특별시,성동구,옥수동,1120011300
A13375906,어울림더리버아파트,서울특별시,성동구,옥수동,1120011300
A13375908,래미안옥수리버젠제2임대,서울특별시,성동구,옥수동,1120011300
A13376405,성수한진타운,서울특별시,성동구,성수동1가,1120011400
A13376702,옥수현대,서울특별시,성동구,옥수동,1120011300
A13376906,응봉대림강변,서울특별시,성동구,응봉동,1120010800
A13377301,하왕십리극동미라주2,서울특별시,성동구,하왕십리동,1120010200
A13377703,행당한진타운,서울특별시,성동구,행당동,1120010700
A13377902,행당대림제2,서울특별시,성동구,행당동,1120010700
A13377903,행당한진타운제2,서울특별시,성동구,행당동,1120010700
A13378001,서울숲힐스테이트,서울특별시,성동구,성수동2가,1120011500
A13378101,금호대우임대,서울특별시,성동구,금호동4가,1120011200
A13378102,서울숲2차푸르지오,서울특별시,성동구,금호동4가,1120011200
A13378103,서울숲2차푸르지오임대,서울특별시,성동구,금호동4가,1120011200
A13379401,성수갤러리아포레,서울특별시,성동구,성수동1가,1120011400
A13380104,금호벽산,서울특별시,성동구,금호동1가,1120010900
A13380301,금호자이1차,서울특별시,성동구,금호동2가,1120011000
A13380303,래미안하이리버제2임대,서울특별시,성동구,금호동2가,1120011000
A13380703,금호두산,서울특별시,성동구,금호동3가,1120011100
A13380901,브라운스톤금호아파트,서울특별시,성동구,금호동4가,1120011200
A13381601,마장중앙하이츠,서울특별시,성동구,마장동,1120010500
A13381604,마장동금호어울림,서울특별시,성동구,마장동,1120010500
A13381608,마장현대,서울특별시,성동구,마장동,1120010500
A13381701,사근중앙하이츠,서울특별시,성동구,사근동,1120010600
A13381902,성수현대그린,서울특별시,성동구,성수동1가,1120011400
A13382502,성수현대,서울특별시,성동구,성수동1가,1120011400
A13382802,성수한강한신,서울특별시,성동구,성수동2가,1120011500
A13383003,성수청구강변 ,서울특별시,성동구,성수동2가,1120011500
A13383301,성수우방2차,서울특별시,성동구,성수동2가,1120011500
A13383801,옥수중앙하이츠,서울특별시,성동구,옥수동,1120011300
A13384301,한양현대아파트,서울특별시,성동구,성수동1가,1120011400
A13384304,성수동아그린,서울특별시,성동구,성수동1가,1120011400
A13384403,옥수극동그린아파트,서울특별시,성동구,옥수동,1120011300
A13385202,응봉대림2차,서울특별시,성동구,응봉동,1120010800
A13385301,서울숲리버그린동아,서울특별시,성동구,응봉동,1120010800
A13385303,응봉신동아,서울특별시,성동구,응봉동,1120010800
A13385705,한신무학,서울특별시,성동구,하왕십리동,1120010200
A13385802,무학현대,서울특별시,성동구,하왕십리동,1120010200
A13386702,서울숲한신더휴아파트,서울특별시,성동구,행당동,1120010700
A13388001,청계벽산아파트제2관리사무소,서울특별시,성동구,하왕십리동,1120010200
A13402001,천호두산위브센티움,서울특별시,강동구,천호동,1174010900
A13402103,천호우성,서울특별시,강동구,천호동,1174010900
A13402202,천호e-편한세상,서울특별시,강동구,천호동,1174010900
A13402204,강변그대가리버뷰,서울특별시,강동구,천호동,1174010900
A13403001,성내2차e-편한세상,서울특별시,강동구,성내동,1174010800
A13403004,LIG건영강동리가,서울특별시,강동구,성내동,1174010800
A13403101,성내삼성,서울특별시,강동구,성내동,1174010800
A13405003,프라이어팰리스,서울특별시,강동구,암사동,1174010700
A13405201,암사선사현대,서울특별시,강동구,암사동,1174010700
A13406002,둔촌동동아,서울특별시,강동구,둔촌동,1174010600
A13406003,둔촌하이츠,서울특별시,강동구,둔촌동,1174010600
A13406005,둔촌프라자,서울특별시,강동구,둔촌동,1174010600
A13406201,둔촌현대2차,서울특별시,강동구,둔촌동,1174010600
A13406204,둔촌신동아,서울특별시,강동구,둔촌동,1174010600
A13406205,신성둔촌미소지움1차,서울특별시,강동구,둔촌동,1174010600
A13407002,"명일삼익가든1,2차",서울특별시,강동구,명일동,1174010100
A13407104,명일삼익그린2차,서울특별시,강동구,명일동,1174010100
A13407201,명일삼익그린11차,서울특별시,강동구,명일동,1174010100
A13410001,강일리버파크1단지,서울특별시,강동구,강일동,1174011000
A13410002,강일리버파크8단지,서울특별시,강동구,강일동,1174011000
A13410004,강일리버파크6단지,서울특별시,강동구,강일동,1174011000
A13520003,래미안강남힐즈,서울특별시,강남구,자곡동,1168011200
A13522003,수서삼익,서울특별시,강남구,수서동,1168011500
A13522004,수서삼성,서울특별시,강남구,수서동,1168011500
A13523001,일원청솔빌리지,서울특별시,강남구,일원동,1168011400
A13523003,수서가람,서울특별시,강남구,일원동,1168011400
A13524004,개포우성3차,서울특별시,강남구,개포동,1168010300
A13524005,개포현대1차,서울특별시,강남구,개포동,1168010300
A13524006,개포2차 현대아파트,서울특별시,강남구,개포동,1168010300
A13524009,개포대치2단지,서울특별시,강남구,개포동,1168010300
A13527002,도곡현대그린,서울특별시,강남구,도곡동,1168011800
A13527003,우성캐릭터199 아파트,서울특별시,강남구,도곡동,1168011800
A13527005,현대비전21,서울특별시,강남구,도곡동,1168011800
A13527006,역삼삼익,서울특별시,강남구,도곡동,1168011800
A13527007,도곡1차아이파크,서울특별시,강남구,도곡동,1168011800
A13527008,도곡경남,서울특별시,강남구,도곡동,1168011800
A13527010,도곡우성아파트,서울특별시,강남구,도곡동,1168011800
A13527013,개포4차우성,서울특별시,강남구,도곡동,1168011800
A13586101,도곡대림,서울특별시,강남구,도곡동,1168011800
A13588402,수서한아름,서울특별시,강남구,수서동,1168011500
A13588601,수서동익,서울특별시,강남구,수서동,1168011500
A13590602,압구정한양3단지,서울특별시,강남구,압구정동,1168011000
A13592002,대우디오빌역삼,서울특별시,강남구,역삼동,1168010100
A13592604,역삼푸르지오,서울특별시,강남구,역삼동,1168010100
A13592605,역삼e-편한세상,서울특별시,강남구,역삼동,1168010100
A13592706,역삼래미안,서울특별시,강남구,역삼동,1168010100
A13593801,일원동 수서아파트,서울특별시,강남구,일원동,1168011400
A13593802,수서1-1단지아파트,서울특별시,강남구,일원동,1168011400
A13593908,SH공사대치1단지,서울특별시,강남구,개포동,1168010300
A13594007,대청,서울특별시,강남구,개포동,1168010300
A13594203,푸른마을아파트,서울특별시,강남구,일원동,1168011400
A13594403,개포7차우성,서울특별시,강남구,일원동,1168011400
A13594701,한솔마을,서울특별시,강남구,일원동,1168011400
A13594702,상록수아파트,서울특별시,강남구,일원동,1168011400
A13599301,개포주공7단지,서울특별시,강남구,개포동,1168010300
A13603701,동소문한신휴플러스,서울특별시,성북구,동소문동4가,1129010700
A13603702,브라운스톤동선,서울특별시,성북구,동소문동7가,1129011000
A13604301,삼선1SH-VILLE,서울특별시,성북구,삼선동3가,1129011300
A13604401,삼선코오롱아파트,서울특별시,성북구,삼선동4가,1129011400
A13606002,돈암포스코더샵,서울특별시,성북구,돈암동,1129010300
A13606004,돈암한신한진아파트,서울특별시,성북구,돈암동,1129010300
A13606005,동소문한진임대,서울특별시,성북구,돈암동,1129010300
A13606101,돈암풍림,서울특별시,성북구,돈암동,1129010300
A13606102,돈암범양,서울특별시,성북구,돈암동,1129010300
A13606106,돈암삼성임대,서울특별시,성북구,돈암동,1129010300
A13606201,브라운스톤 돈암,서울특별시,성북구,돈암동,1129010300
A13607101,안암삼성래미안,서울특별시,성북구,안암동1가,1129012100
A13607301,안암삼익,서울특별시,성북구,안암동3가,1129012300
A13608301,보문아이파크,서울특별시,성북구,보문동3가,1129013200
A13608601,보문아남,서울특별시,성북구,보문동6가,1129012800
A13610003,정릉힐스테이트1차아파트,서울특별시,성북구,정릉동,1129013300
A13610004,정릉산장,서울특별시,성북구,정릉동,1129013300
A13610005,정릉힐스테이트3차,서울특별시,성북구,정릉동,1129013300
A13610102,길음뉴타운10단지,서울특별시,성북구,정릉동,1129013300
A13610103,정릉힐스테이트,서울특별시,성북구,정릉동,1129013300
A13610201,정릉2차대주피오레,서울특별시,성북구,정릉동,1129013300
A13610301,정릉성원,서울특별시,성북구,정릉동,1129013300
A13611001,길음뉴타운4단지임대,서울특별시,성북구,길음동,1129013400
A13611002,길음동부제2,서울특별시,성북구,길음동,1129013400
A13611004,길음삼부,서울특별시,성북구,길음동,1129013400
A13611005,길음래미안3차,서울특별시,성북구,길음동,1129013400
